emdNm,hsmpNm,rnAdres,laCrdnt,loCrdnt
구좌읍,세화해수욕장 공중화장실 앞, 제주특별자치도 제주시 구좌읍 해맞이해안로 1465,33.5248451,126.8620520
구좌읍,세화리 통항동회관 앞, 제주특별자치도 제주시 구좌읍 세화11길 22,33.5228300,126.8612189
구좌읍,영주카센터 근처, 제주특별자치도 제주시 구좌읍 세화14길 6,33.5205500,126.8603641
구좌읍,구좌보건지소 앞골목, 제주특별자치도 제주시 구좌읍 세화12길 12-1,33.5198858,126.8593456
구좌읍,구좌농협남쪽100m지점, 제주특별자치도 제주시 구좌읍 세화10길 5-1,33.5204952,126.8585229
구좌읍,투다모아 물류센터서쪽 팽나무옆, 제주특별자치도 제주시 구좌읍 세화8길 10 ,33.5216722,126.8572249
구좌읍,세화초등학교 후문(훈일카센터 건너편), 제주특별자치도 제주시 구좌읍 세화7길 12,33.5229298,126.8591058
구좌읍,세화리 미리내빌 앞,제주특별자치도 제주시 구좌읍 세화리 1544-5,33.5222694,126.8553468
구좌읍,MARE1440 카페 앞(GS25 앞),제주특별자치도 제주시 구좌읍 세화리 1477-37,33.5247251,126.8594267
구좌읍,세화바당 음식점 맞은편,제주특별자치도 제주시 구좌읍 세화리 1515-2,33.5244580,126.8546945
구좌읍,공용주차장,제주특별자치도 제주시 구좌읍 세화리 1491-3,33.5242429,126.8565510
구좌읍,공용주차장, 제주특별자치도 제주시 구좌읍 세화3길 18,33.5250434,126.8559525
구좌읍,세화오일시장, 제주특별자치도 제주시 구좌읍 해맞이해안로 1412,33.5261952,126.8572966
구좌읍,세화리 3641-4 앞,제주특별자치도 제주시 구좌읍 세화리 3641-4,33.5273102,126.8560125
구좌읍,대천동사거리,제주특별자치도 제주시 구좌읍 번영로 2005,33.4364592,126.7358899
구좌읍,구좌중앙초 안,제주특별자치도 제주시 구좌읍 월정7길 1,33.5516655,126.7975261
구좌읍,그라빠 음식점 옆,제주특별자치도 제주시 구좌읍 월정5길 18-1,33.5524840,126.7960355
구좌읍,월정마을회관 앞,제주특별자치도 제주시 구좌읍 월정3길 57,33.5558835,126.7951309
구좌읍,월정리 해안포구 입구,제주특별자치도 제주시 구좌읍 월정리 555-2,33.5570948,126.7944143
구좌읍,월정리 용천동 입구,제주특별자치도 제주시 구좌읍 월정리 1321-13,33.5513147,126.7823227
구좌읍,월정리 마을입구,제주특별자치도 제주시 구좌읍 월정리 306-4,33.5520103,126.7915707
구좌읍,저류지 앞,제주특별자치도 제주시 구좌읍 월정리 797-22,33.5563803,126.7907678
구좌읍,소금바치순이네 근처, 제주특별자치도 제주시 구좌읍 해맞이해안로 2196,33.5036680,126.9126369
구좌읍,아모르게스트하우스앞,제주특별자치도 제주시 구좌읍 종달리 1396-1,33.5097193,126.9033884
구좌읍,일주로 GS편의점 서측,제주특별자치도 제주시 구좌읍 평대리 127-1,33.5239672,126.8511390
구좌읍,당근창고 앞,제주특별자치도 제주시 구좌읍 평대9길 15-2,33.5262627,126.8500330
구좌읍,평대 9길 25 건너편, 제주특별자치도 제주시 구좌읍 평대9길 27,33.5264446,126.8509401
구좌읍,하나로마트 뒤편 주차장, 제주특별자치도 제주시 구좌읍 평대13길 26,33.5250952,126.8527166
구좌읍,만조소머리곰탕 앞, 제주특별자치도 제주시 구좌읍 평대13길 54,33.5270357,126.8545873
구좌읍,서련빌리지 앞, 제주특별자치도 제주시 구좌읍 평대9길 54,33.5276123,126.8528486
구좌읍,평촌양식장  밀물수산 입구,제주특별자치도 제주시 구좌읍 해맞이해안로 1336,33.5293941,126.8517414
구좌읍,명진전복 앞, 제주특별자치도 제주시 구좌읍 해맞이해안로 1284,33.5323373,126.8503822
구좌읍,평대리 566-3 해안변, 제주특별자치도 제주시 구좌읍 평대7길 57,33.5326159,126.8445760
구좌읍,평대리사무소 북측 골목 삼거리, 제주특별자치도 제주시 구좌읍 평대7길 24,33.5303126,126.8439097
구좌읍,평대리사무소 주차장, 제주특별자치도 제주시 구좌읍 일주동로 3007,33.5283857,126.8427609
구좌읍,평대초등학교 후문 골목길, 제주특별자치도 제주시 구좌읍 평대5길 7,33.5298119,126.8400267
구좌읍,평대오길안 펜션 앞 놀이터(감수굴 놀이터 옆), 제주특별자치도 제주시 구좌읍 평대5길 43,33.5325701,126.8420454
구좌읍,평대해수욕장 클린하우스,제주특별자치도 제주시 구좌읍 평대리 1994-6,33.5329720,126.8407499
구좌읍,대수굴 옆,제주특별자치도 제주시 구좌읍 평대리 2026-16,33.5350926,126.8399914
구좌읍,해안변 거치대, 제주특별자치도 제주시 구좌읍 대수길 26-1,33.5368891,126.8381547
구좌읍,평대주유소 옆 골목, 제주특별자치도 제주시 구좌읍 일주동로 2948,33.5306264,126.8370619
구좌읍,동제주종합사회복지관 입구, 제주특별자치도 제주시 구좌읍 평대12길 15,33.5230165,126.8487397
구좌읍,평대리 282-3 앞,제주특별자치도 제주시 구좌읍 평대리 282-3,33.5214892,126.8465466
구좌읍,하나로마트 남측 골목길, 제주특별자치도 제주시 구좌읍 세평항로 7-1,33.5242923,126.8527678
구좌읍,마니펜션 앞,제주특별자치도 제주시 구좌읍 평대리 2947-7,33.4908504,126.8135826
구좌읍,별방촌식당 앞,제주특별자치도 제주시 구좌읍 하도리 3200-19,33.5252021,126.8635331
구좌읍,하도리 3207 운동장 옆,제주특별자치도 제주시 구좌읍 하도리 3359-60,33.5222888,126.8668184
구좌읍,하도리 면수동회관 앞, 제주특별자치도 제주시 구좌읍 면수길 7,33.5215097,126.8677062
구좌읍,삼다도빌라,제주특별자치도 제주시 구좌읍 하도리 3314-24,33.5186809,126.8682553
구좌읍,하도리 반석주택,제주특별자치도 제주시 구좌읍 일주동로 3280,33.5180772,126.8686747
구좌읍,하도초등학교 안,제주특별자치도 제주시 구좌읍 하도리 2321-3,33.5178341,126.8785650
구좌읍,하도 3길 30 옆, 제주특별자치도 제주시 구좌읍 하도3길 29,33.5203802,126.8793834
구좌읍,하도리 1957-1 맞은편,제주특별자치도 제주시 구좌읍 하도리 1972,33.5257543,126.8813806
구좌읍,하도어촌계 양식장 옆,제주특별자치도 제주시 구좌읍 하도서문길 9,33.5282318,126.8811776
구좌읍,하도리 1792-1 밭 삼거리,제주특별자치도 제주시 구좌읍 하도리 1792-1,33.5256933,126.8830356
구좌읍,하도핑크 음식점 앞 팔각정 옆,제주특별자치도 제주시 구좌읍 하도리 1636,33.5226790,126.8831029
구좌읍,답단동산 앞,제주특별자치도 제주시 구좌읍 하도리 730-1 ,33.5157850,126.8894847
구좌읍,동동 저류조 앞,제주특별자치도 제주시 구좌읍 하도리 1130-2,33.5143471,126.8868375
구좌읍,하도어촌체험마을(무인카페), 제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,33.5200328,126.9040561
구좌읍,철새도래지 앞(하도리 53-2),제주특별자치도 제주시 구좌읍 하도리 947-37,33.5096886,126.8931216
구좌읍,창흥동 입구, 제주특별자치도 제주시 구좌읍 하도13길 6,33.5087075,126.8881332
구좌읍,이런날엔 카페 맞은편,제주특별자치도 제주시 구좌읍 한동리 1358-7,33.5427363,126.8307791
구좌읍,도르멍 쉼팡 옆,제주특별자치도 제주시 구좌읍 해맞이해안로 1088,33.5393599,126.8362507
구좌읍,한동초 동쪽 골목길,제주특별자치도 제주시 구좌읍 한동리 1208,33.5384446,126.8301294
구좌읍,둔지빌,제주특별자치도 제주시 구좌읍 한동로1길 15,33.5362483,126.8278142
구좌읍,상한동경로당 서측, 제주특별자치도 제주시 구좌읍 한동로 64,33.5347955,126.8233312
구좌읍,한동리 2006 앞,제주특별자치도 제주시 구좌읍 한동리 2004-1,33.5331174,126.8198190
구좌읍,인성영농 앞,제주특별자치도 제주시 구좌읍 한동리 1113,33.5370301,126.8246664
구좌읍,서동복지회관 입구, 제주특별자치도 제주시 구좌읍 한동북1길 2,33.5392122,126.8268515
구좌읍,한동게이트볼장 옆,제주특별자치도 제주시 구좌읍 한동리 10-101,33.5399997,126.8332079
구좌읍,주차장, 제주특별자치도 제주시 구좌읍 해맞이해안로 680-6,33.5597985,126.8147095
구좌읍,주차장, 제주특별자치도 제주시 구좌읍 해맞이해안로 680-50,33.5570371,126.8184826
구좌읍,홍당무 민박 인근, 제주특별자치도 제주시 구좌읍 행원로9길 29,33.5552533,126.8094395
구좌읍,행원리사무소 주차장, 제주특별자치도 제주시 구좌읍 행원로7길 18-21,33.5545126,126.8082607
구좌읍,행원 취락구조,제주특별자치도 제주시 구좌읍 행원리 1537-26,33.5546015,126.8005034
구좌읍,행원 방파제, 제주특별자치도 제주시 구좌읍 해맞이해안로 571,33.5567756,126.8057122
구좌읍,행원로 7길 12 북측, 제주특별자치도 제주시 구좌읍 행원로7길 12,33.5548677,126.8068427
구좌읍,행원리 버스정류장 맞은편, 제주특별자치도 제주시 구좌읍 행원로 120,33.5531055,126.8077779
구좌읍,메리엘빌리지 방향,제주특별자치도 제주시 구좌읍 행원로8길 43,33.5499330,126.8055714
구좌읍,수키네민박 주차장, 제주특별자치도 제주시 구좌읍 행원용사촌길 14,33.5355441,126.7954133
구좌읍,폴로경기장주차장,제주특별자치도 제주시 구좌읍 행원리 3258,33.5244482,126.7803277
구좌읍,숲속의 향기 펜션, 제주특별자치도 제주시 구좌읍 덕행로 335,33.5209966,126.7882712
구좌읍,오션뷰1차, 제주특별자치도 제주시 구좌읍 덕행로 450-4,33.5132569,126.7794471
구좌읍,한국해양과학기술연구원, 제주특별자치도 제주시 구좌읍 일주동로 2670,33.5430520,126.8115879
조천읍,신촌이용원 건너편, 제주특별자치도 제주시 조천읍 신촌3길 18,33.5348583,126.6188038
조천읍,서부노인회관 앞, 제주특별자치도 제주시 조천읍 신촌북1길 27,33.5362591,126.6173340
조천읍,신촌리 21펌프장,제주특별자치도 제주시 조천읍 신촌리 2284-5,33.5372790,126.6162038
조천읍,신촌포구 큰물여탕 입구, 제주특별자치도 제주시 조천읍 신촌북3길 4,33.5375204,126.6186223
조천읍,대수동노인정 해녀탈의장 앞 방파제, 제주특별자치도 제주시 조천읍 신촌북2길 31-2,33.5376110,126.6195738
조천읍,동동노인정 동카름 포구, 제주특별자치도 제주시 조천읍 신촌9길 40-1,33.5378780,126.6231495
조천읍,눈큰새우게스트하우스 옆 포구, 제주특별자치도 제주시 조천읍 조천7길 25,33.5385200,126.6352342
조천읍,장목거리 오거리,제주특별자치도 제주시 조천읍 조천11길 22-2,33.5377944,126.6383633
조천읍,조천파출소 옆, 제주특별자치도 제주시 조천읍 신북로 265,33.5386582,126.6399866
조천읍,몽글제주 옆,제주특별자치도 제주시 조천읍 조천리 2908,33.5418389,126.6367089
조천읍,조천어촌계 조천수산 뒤편,제주특별자치도 제주시 조천읍 조천북1길 35-8,33.5419333,126.6343875
조천읍,해양맨션 앞, 제주특별자치도 제주시 조천읍 조천14길 6,33.5369950,126.6396408
조천읍,북촌어촌계사무실 건너편 포구, 제주특별자치도 제주시 조천읍 북촌11길 39,33.5503201,126.6933895
조천읍,제제댁게스트하우스 앞,제주특별자치도 제주시 조천읍 남조로 3020,33.5292060,126.6451043
조천읍,함덕교회 앞,제주특별자치도 제주시 조천읍 함덕서4길 62,33.5397266,126.6667553
조천읍,와흘상동입구,제주특별자치도 제주시 조천읍 와흘로 119,33.4932040,126.6349990
조천읍,소문난할머니국밥옆 농로길 ,제주특별자치도 제주시 조천읍 와흘리 62,33.4748445,126.6550647
조천읍,대흘1리 회전교차로 북측 비포장길,제주특별자치도 제주시 조천읍 대흘리 2341,33.4994571,126.6527957
조천읍,함덕파출소옆 ,제주특별자치도 제주시 조천읍 신북로 515,33.5421792,126.6649591
조천읍,대흘리 520-2,제주특별자치도 제주시 조천읍 대흘리2787,33.4956045,126.6682564
조천읍,대흘2리 버스정류소,제주특별자치도 제주시 조천읍 함와로 312,33.5126957,126.6761773
조천읍,대풍미락 건너편 포구,제주특별자치도 제주시 조천읍 조함해안로 441,33.5462934,126.6613800
조천읍,해수욕장 카라반앞,제주특별자치도 제주시 조천읍 조함해안로 585,33.5442819,126.6740732
조천읍,고집돌우럭 앞,제주특별자치도 제주시 조천읍 조함해안로 468,33.5438814,126.6633193
조천읍,함덕리사무소앞,제주특별자치도 제주시 조천읍 신북로 520,33.5417329,126.6653182
조천읍,함덕남8길 함덕남14길 만나는  삼거리,제주특별자치도 제주시 조천읍 함덕리 290-51,33.5348552,126.6739453
조천읍,함덕 제주장례식장 남측농로길,제주특별자치도 제주시 조천읍 함덕남2길 28,33.5347650,126.6624029
조천읍,동원축산유통앞,제주특별자치도 제주시 조천읍 조천4길 6,33.5344855,126.6325433
조천읍,오션그랜드호텔 기숙사앞 삼거리,제주특별자치도 제주시 조천읍 함덕2길 36,33.5412245,126.6546895
조천읍,함덕오일장 뒤편,제주특별자치도 제주시 조천읍 함덕16길 15-13,33.5402116,126.6679649
조천읍,주차장 내,제주특별자치도 제주시 조천읍 신촌리 529-29,33.5362574,126.6255576
조천읍,선장과 해녀 옆,제주특별자치도 제주시 조천읍 함덕리 1024-3,33.5447641,126.6622840
조천읍,신사동 버스정류소,제주특별자치도 제주시 조천읍 함덕남14길 2,33.5334161,126.6760040
조천읍,닭머루,제주특별자치도 제주시 조천읍 신촌북3길 62,33.5379048,126.6133673
조천읍,이룸아파트앞,제주특별자치도 제주시 조천읍 신촌9길 22,33.5362424,126.6231847
조천읍,해동포구 앞,제주특별자치도 제주시 조천읍 북촌1길43,33.5480356,126.6844944
조천읍,북촌 동포구 ,제주특별자치도 제주시 조천읍 북촌11길 20,33.5500104,126.6953455
조천읍,한사동마을,제주특별자치도 제주시 조천읍 북촌12길 21-1,33.5475302,126.6984942
조천읍,북촌리사무소 건너편,제주특별자치도 제주시 조천읍 일주동로 1511,33.5483296,126.6954207
조천읍,연북정 오거리,제주특별자치도 제주시 조천읍 조천리 2681-2,33.5396208,126.6365098
조천읍,감나무 밭 앞,제주특별자치도 제주시 조천읍 신촌7길 13,33.5356421,126.6212711
조천읍,선흘2리 보건진료소 골목,제주특별자치도 제주시 조천읍 선화길 22,33.4582994,126.7127407
조천읍,선흘2리 마을회관 앞,제주특별자치도 제주시 조천읍 선흘리 1946-1,33.4588907,126.7030229
조천읍,함덕2호어린이공원 남측,제주특별자치도 제주시 조천읍 함덕리 4145-1,33.5392651,126.6736764
조천읍,조천포구 공중화장실옆,제주특별자치도 제주시 조천읍 조천북1길 11-13,33.5409385,126.6355458
조천읍,선흘2리 우진동 입구,제주특별자치도 제주시 조천읍 우진길 34,33.4630321,126.7007606
조천읍,선인동 하늘보리식당 맞대편,제주특별자치도 제주시 조천읍 선교로 196,33.4861388,126.6996047
조천읍,조천농협 뒤 농협주차장,제주특별자치도 제주시 조천읍 조천리 2325-5,33.5358516,126.6380278
조천읍,신촌 준빌라 입구,제주특별자치도 제주시 조천읍 신촌남1길 41,33.5268958,126.6181728
조천읍,전원마을 입구,제주특별자치도 제주시 조천읍 와흘전2길 53,33.4694934,126.6393187
조천읍,교래리사무소 뒤편,제주특별자치도 제주시 조천읍 교래3길 98,33.4317013,126.6746250
조천읍,대진유토피아2차 앞,제주특별자치도 제주시 조천읍 조천12길 14-12,33.5354383,126.6399355
조천읍,성진가스삼거리,제주특별자치도 제주시 조천읍 함덕리 951-2,33.5394993,126.6700019
조천읍,선인동 까망고띠옆 와산방면 매실농장입구,제주특별자치도 제주시 조천읍 선흘리 4018,33.4844556,126.6972637
조천읍,신촌중기 제주물류센터앞,제주특별자치도 제주시 조천읍 신와로 66,33.5223296,126.6162558
조천읍,보이스빌 앞,제주특별자치도 제주시 조천읍 조천리 2204-2,33.5332867,126.6359219
조천읍,일주동로 도로변 영창공업사앞,제주특별자치도 제주시 조천읍 조천리 2281-5,33.5332410,126.6380711
조천읍,원풍해장국앞,제주특별자치도 제주시 조천읍 함덕리 4154,33.5398583,126.6756908
조천읍,신사동야식 식당앞,제주특별자치도 제주시 조천읍 함덕남14길 2,33.5334161,126.6760040
조천읍,교래리사무소 뒤편,제주특별자치도 제주시 조천읍 교래3길 98,33.4317013,126.6746250
조천읍,선흘2리복지회관 보건진료소방향 동쪽500M,제주특별자치도 제주시 조천읍 선진길 42,33.4585690,126.7061713
조천읍,신안동교차로,제주특별자치도 제주시 조천읍 신조로 152,33.5183852,126.6354778
조천읍,함덕순복음교회 남쪽 50M,제주특별자치도 제주시 조천읍 함덕리 2973-1,33.5401762,126.6575379
조천읍,함덕 쉬젠비아체앞,제주특별자치도 제주시 조천읍 함덕12길 39,33.5386442,126.6650561
조천읍,신촌주유소 옆,제주특별자치도 제주시 조천읍 신북로 77,33.5348878,126.6219718
조천읍,함덕4구 게이트볼장 뒤편,제주특별자치도 제주시 조천읍 함덕27길 4-6,33.5406632,126.6755157
조천읍,함덕2구 마을회관 주차장,제주특별자치도 제주시 조천읍 함덕8길 35,33.5403083,126.6634625
조천읍,함덕2구 무료주차장,제주특별자치도 제주시 조천읍 함덕8길 49,33.5388698,126.6634135
조천읍,북촌초등학교 뒤편,제주특별자치도 제주시 조천읍 북촌5길 12,33.5482591,126.6922841
조천읍,다니하우스빌 앞 정잿물,제주특별자치도 제주시 조천읍 북촌북길 58-3,33.5497458,126.6922391
조천읍,동포구 북촌양식장옆,제주특별자치도 제주시 조천읍 북촌13길 23,33.5511123,126.6959875
조천읍,뭉클펜션 앞,제주특별자치도 제주시 조천읍 북촌북길 17-1,33.5481598,126.6905478
조천읍,해피누들 앞,제주특별자치도 제주시 조천읍 함덕16길 25,33.5406856,126.6663857
조천읍,양천상동 제주오름교회앞,제주특별자치도 제주시 조천읍 남조로3길 91,33.5164737,126.6487753
조천읍,황씨 종손가옥 삼거리,제주특별자치도 제주시 조천읍 조천9길 10,33.5368806,126.6368757
조천읍,수암정 서측 50M 포구 ,제주특별자치도 제주시 조천읍 조천리 3095-7,33.5361006,126.6324332
조천읍,북제주교회앞,제주특별자치도 제주시 조천읍 신촌7길 30,33.5365904,126.6221394
조천읍,대수동노인정 동측 70M 지점,제주특별자치도 제주시 조천읍 신촌북2길 38-14,33.5379235,126.6205308
조천읍,범이네농장 맞은편 삼거리,제주특별자치도 제주시 조천읍 신와로 101,33.5200315,126.6187381
조천읍,동수동 낮은울타리,제주특별자치도 제주시 조천읍 신조로 20,33.5174240,126.6217645
조천읍,스카이빌리지 알뜰주유소옆,제주특별자치도 제주시 조천읍 함덕로 9 ,33.5408300,126.6733446
조천읍,길섶나그네앞,제주특별자치도 제주시 조천읍 미래로 242,33.4681922,126.6778666
조천읍,(신촌)조천농협옆 동측 사거리 지점,제주특별자치도 제주시 조천읍 신촌북2길 12 ,33.5361774,126.6197968
조천읍,신촌교회 동측 100M 지점 삼거리,제주특별자치도 제주시 조천읍 신촌북1길 16 ,33.5351892,126.6174634
조천읍,양천하동 마을안 버스정류소앞,제주특별자치도 제주시 조천읍 남조로3길 41 ,33.5207144,126.6480124
조천읍,씨앤빌리지앞 삼거리,제주특별자치도 제주시 조천읍 함덕서4길 11,33.5384861,126.6624474
조천읍,조천읍도서관 서측 드라마빌리지 옆,제주특별자치도 제주시 조천읍 함덕18길 32-1 ,33.5379709,126.6692638
조천읍,신촌다목적체육관,제주특별자치도 제주시 조천읍 신촌4길 2 ,33.5329419,126.6193713
조천읍,신촌초등학교 후문앞,제주특별자치도 제주시 조천읍 신촌리 1861-2,33.5346435,126.6191866
조천읍,명지어린이집 남측방향 농로길 200M,제주특별자치도 제주시 조천읍 조천남4길 41,33.5308812,126.6400685
조천읍,편백숲마을 입구,제주특별자치도 제주시 조천읍 와흘리 산38,33.4598174,126.6543511
조천읍,초록마을앞,제주특별자치도 제주시 조천읍 와흘리 245-16,33.4745338,126.6460248
조천읍,동야루별장앞 북측방향,제주특별자치도 제주시 조천읍 대흘9길 23 ,33.4949039,126.6696344
조천읍,현대크레인 북측,제주특별자치도 제주시 조천읍 조천1길 4,33.5355950,126.6314179
조천읍,우리동네빵파티 옆,제주특별자치도 제주시 조천읍 신북로 237 ,33.5369420,126.6378500
조천읍,조천 해안도로 문개항아리옆,제주특별자치도 제주시 조천읍 조함해안로 217-1 ,33.5535045,126.6439908
조천읍,북촌경로당앞,제주특별자치도 제주시 조천읍 북촌7길 17,33.5493508,126.6932193
조천읍,북촌 대상다려마을앞,제주특별자치도 제주시 조천읍 일주동로 1574 ,33.5509830,126.7013528
조천읍,까사델마마 북측방향 주차장,제주특별자치도 제주시 조천읍 신촌서5길 103 ,33.5362259,126.6150895
조천읍,쁘띠어린이집 옆,제주특별자치도 제주시 조천읍 신촌서5길 102,33.5364192,126.6152140
조천읍,열방대학앞 북측방향,제주특별자치도 제주시 조천읍 북흘로 135 ,33.5373334,126.7020049
조천읍,조천읍 주민자치센터 옆,제주특별자치도 제주시 조천읍 신북로 194,33.5344000,126.6341880
조천읍,조천성당앞,제주특별자치도 제주시 조천읍 조천2길 19 ,33.5328503,126.6316094
조천읍,조천 상동노인정앞,제주특별자치도 제주시 조천읍 조천5길 3,33.5357700,126.6353930
조천읍,덕인당빵집 뒤편,제주특별자치도 제주시 조천읍 신촌2길 14 ,33.5317914,126.6191552
조천읍,세계자연유산내 주차장앞,제주특별자치도 제주시 조천읍 선교로 569-36 ,33.4568773,126.7142801
조천읍,새미마을앞,제주특별자치도 제주시 조천읍 대흘남길 31 ,33.4726777,126.6625963
조천읍,해안도로-반디앤로제이 사이,제주특별자치도 제주시 조천읍 조천리 917-3,33.5464223,126.6413020
조천읍,교래 자연휴양림 관리사무소 뒤편,제주특별자치도 제주시 조천읍 남조로 2023 ,33.4513670,126.6567103
조천읍,돌카롱 사려니숲길점 옆 좁은길,제주특별자치도 제주시 조천읍 비자림로 422-25,33.4257159,126.6581572
조천읍,수자원본부 내,제주특별자치도 제주시 조천읍 중산간동로 601 ,33.4996252,126.6501418
조천읍,북촌 북측버스정류소 북측 20M지점,제주특별자치도 제주시 조천읍 일주동로 1511 ,33.5483296,126.6954207
조천읍,북촌장례식장 내,제주특별자치도 제주시 조천읍 북선로 144 ,33.5274360,126.6860986
조천읍,에코촌유스호텔 주차장,제주특별자치도 제주시 조천읍 북흘로 376-9 ,33.5169012,126.7037448
조천읍,닭머루클린하우스 동측방면 거치대,제주특별자치도 제주시 조천읍 신촌북3길 43,33.5375705,126.6151357
조천읍,신촌교회방면 조천중학교 후문 내,제주특별자치도 제주시 조천읍 신북로 31 ,33.5328218,126.6169767
조천읍,동카름식당 동쪽 50M 지점,제주특별자치도 제주시 조천읍 신촌11길 26-14,33.5374488,126.6241348
조천읍,동수동 마을회관 내,제주특별자치도 제주시 조천읍 신조로 56 ,33.5187250,126.6255750
조천읍,건미삭당 맞은편,제주특별자치도 제주시 조천읍 신북로 61 ,33.5340345,126.6204816
조천읍,스위스마을내 주차장앞,제주특별자치도 제주시 조천읍 와산서1길 34 ,33.4939628,126.6757182
조천읍,편백숲마을 정류장 서쪽 좁은길 164m지점,제주특별자치도 제주시 조천읍 와흘리 산 13-39 ,33.4614746,126.6592673
조천읍,예천전문요양원 뒤편,제주특별자치도 제주시 조천읍 종인내길 69 ,33.5003843,126.6204367
조천읍,동물위생시험소 내,제주특별자치도 제주시 조천읍 번영로 941 ,33.4760681,126.6388628
조천읍,전원마을회관앞,제주특별자치도 제주시 조천읍 와흘전2길 51-20,33.4692650,126.6401997
조천읍,시인의집옆 공터,제주특별자치도 제주시 조천읍 신북로 195,33.5356596,126.6337224
조천읍,연북정오거리 해안도로변 김희수 생가터 ,제주특별자치도 제주시 조천읍 조천리 2700,33.5403982,126.6367183
조천읍,삼성빌리지 공터 주차장앞,제주특별자치도 제주시 조천읍 조천리 2653-1,33.5399501,126.6387943
조천읍,함덕중학교 내,제주특별자치도 제주시 조천읍 일주동로 1234 ,33.5368109,126.6726307
조천읍,신흥~함덕사이 럭키비치빌앞,제주특별자치도 제주시 조천읍 함덕3길 41 ,33.5463419,126.6552352
조천읍,호끌락다락 앞,제주특별자치도 제주시 조천읍 함덕10길 6 ,33.5417478,126.6640267
조천읍,함덕오일시장 내,제주특별자치도 제주시 조천읍 함덕16길 15-13 ,33.5402116,126.6679649
조천읍,함덕원광어린이집 내,제주특별자치도 제주시 조천읍 함덕20길 42 ,33.5382590,126.6668466
한경면,판포 취락구조,제주특별자치도 제주시 한경면 판포2길 15,33.3629947,126.1996024
한경면,금등마을회관 옆,제주특별자치도 제주시 한경면 금등리 612-3,33.3604452,126.1956424
한경면,두모리 건강쉼터 주변공간,제주특별자치도 제주시 한경면 두신로 118-6,33.3529169,126.1855640
한경면,마을회관 로타리 무료주차장,제주특별자치도 제주시 한경면 두모리 1402 ,33.3356639,126.1966688
한경면,한원리 남동 물통,제주특별자치도 제주시 한경면 두모리 1502 ,33.3370755,126.1953147
한경면,마을 안 길,제주특별자치도 제주시 한경면 두모리 1270-8 ,33.3336034,126.1976735
한경면,낙천리사무소 주차장,제주특별자치도 제주시 한경면 낙수로 117,33.3265697,126.2276027
한경면,수협 옆,제주특별자치도 제주시 한경면 두신로 54,33.3478495,126.1828441
한경면,리사무소뒤 주차장,제주특별자치도 제주시 한경면 조수7길 55,33.3374396,126.2288111
한경면,저지리 영상센터 옆,제주특별자치도 제주시 한경면 저지12길 53,33.3398477,126.2623618
한경면,저지리사무소 앞,제주특별자치도 제주시 한경면 저지리 1783-2 ,33.3331366,126.2566005
한경면,명이동(물통오리식당 맞은편 관정),제주특별자치도 제주시 한경면 저지리 3040,33.3197110,126.2703198
한경면,자구내포구 화장실 옆,제주특별자치도 제주시 한경면 노을해안로 1161,33.3093601,126.1651419
한경면,청수편의점 맞은편,제주특별자치도 제주시 한경면 청수리 1634-1,33.3215107,126.2450045
한경면,산양보건소 정문 앞,제주특별자치도 제주시 한경면 연명로 8-1,33.2926810,126.2336974
한경면,한경농협창고옆,제주특별자치도 제주시 한경면 불그못로 72,33.2955798,126.2178898
한경면,칠전동회관 주차장,제주특별자치도 제주시 한경면 칠전로 148,33.2974297,126.1950582
한경면,저류지 접 도로변(서종수),제주특별자치도 제주시 한경면 고산리 1296-6 ,33.3067309,126.1854738
한경면,도로변 금성물류 입구쪽,제주특별자치도 제주시 한경면 용고로 89,33.3010624,126.1790868
한경면,한장동 농협창고 옆,제주특별자치도 제주시 한경면 고산리 3818-1,33.2906260,126.1679993
한경면,주전동(창고주변),제주특별자치도 제주시 한경면 주전길 96,33.3346404,126.1752800
한경면,창고옆 공터,제주특별자치도 제주시 한경면 용수리 1111-1,33.3330329,126.1793466
한경면,어촌계창고앞,제주특별자치도 제주시 한경면 신창리 368-1,33.3480578,126.1815377
한경면,신창리사무소앞 주차장,제주특별자치도 제주시 한경면 한경해안로 586,33.3452988,126.1810963
한경면,오수처리장,제주특별자치도 제주시 한경면 판포리 1600-2,33.3706627,126.2068694
한경면,리사무소옆(항내물)택시탑승,제주특별자치도 제주시 한경면 고산리 1890-27,33.3022168,126.1877753
한경면,농협창고(신협맞은편),제주특별자치도 제주시 한경면 저지리 1504-6 ,33.3278682,126.2535034
한경면,용수보건소 주차장(리사무소),제주특별자치도 제주시 한경면 용수리 4107-6,33.3252837,126.1683655
한경면,농협창고옆(중동),제주특별자치도 제주시 한경면 판포중길 33-50,33.3583571,126.2028995
한경면,한국통신사원아파트앞,제주특별자치도 제주시 한경면 고산리 2609-4 ,33.3075321,126.1790437
한경면,한경농협마트,제주특별자치도 제주시 한경면 신한로 76,33.3465578,126.1906297
한경면,고산리사무소 옆(좌),제주특별자치도 제주시 한경면 고락로 30,33.3030737,126.1827954
한경면,고산리사무소 옆(우),제주특별자치도 제주시 한경면 고락로 30,33.3030737,126.1827954
한경면,농협창고옆(전답동),제주특별자치도 제주시 한경면 고산리 250 ,33.2959741,126.2050230
한경면,조수삼거리 뒤 공터,제주특별자치도 제주시 한경면 조수리 1302-3,33.3358535,126.2267581
